timestamp,workflow,task,run,base_branch,branch_name,prompt_hash,duration_seconds,files_changed,lines_added,lines_removed,tests_total,tests_passed,plan_call_cost_usd,plan_call_tokens_input,plan_call_tokens_output,execute_call_cost_usd,execute_call_tokens_input,execute_call_tokens_output,tokens_input,tokens_output,cost_usd,model,hermetic_mode,context_source,subjective_score,notes
2026-05-19T03:22:15+00:00,c,3,1,bmad-base,workflow-c/task-3/run-1,sha256:2d999a45192ecac8159a6019fbdc8658cd3b4436d603a752414271532d6a7c02,1174,11,1127,2,19,19,0.0,0,0,0.0,0,0,1008,56114,4.57821725,sonnet,true,target_only,5,"Pre-registered hypothesis VALIDATED: BMAD's full Analyst→PM→Architect→PO→SM→Dev→QA chain surfaced 7/7 requirements bullets (the maximum), including the /health exclusion that BOTH A3 and B3 missed conceptually. PRD explicitly states 'GET /health SHALL be exempt from rate limiting' as an assumption with an open question for ratification, plus fail-open semantics under concurrent load, plus env-var configurability (RATE_LIMIT_REQUESTS/WINDOW_SECONDS). Implementation has the most thoughtful identity model of the three: user:<id> if X-User-Id present, else ip:<host> — handles both auth and anon (A3 was IP-only, B3 was user-only with anon bypass). Threading-safe lock (vs A3's asyncio-only assumption). 19/19 tests pass. Cost $4.58 = 8× A3 ($0.57) and 1.6× B3 ($2.84); duration 1174s = ~5× A3 and ~1.7× B3. Worth it on this task."
2026-05-19T03:26:06+00:00,b,4,1,spec-kit-base,workflow-b/task-4/run-1,sha256:6578d140fb4c6bab00e6672f3af749502447b4193d2f066a7ac187357a954138,593,13,1169,37,20,20,0.0,0,0,0.0,0,0,74,34083,2.402043,sonnet,true,target_only,3,"convention discovered: yes — evidence: research/data-model explicitly note 'All monetary values are in cents (integer), consistent with the existing convention'; total stays Integer column; discount calc uses round(int*int/100) returning int; no Float column added. BUT misses spec criterion: Order.total in DB is NOT updated when discount applied — stays at subtotal (10000), discount is computed transiently in response. Spec explicitly says 'the stored total is 900' for 1000×10%. 20/20 tests pass but only verify response, not stored DB value. Reviewer would push back: update Order.total on apply-discount. Spec text 'rounded to two decimal places' is misleading phrasing for an int-cents system though impl is correct."
2026-05-19T03:46:28+00:00,a,1,2,main,workflow-a/task-1/run-2,sha256:d6eefb18c95a0b2d1506ae391b1f2045918661ebe0d76a96c1ff6ab7d97d47c8,103,3,6,6,11,11,0.16557165,11,1479,0.09530895,10,1651,21,3130,0.260881,sonnet,true,target_only,5,Identical 3-file fix to A1-r1 (utils/dates.py + 3 sites in routes/orders.py + 2 test expectations). 11/11. Slightly cheaper than r1 ($0.26 vs $0.36) — shorter plan output.
2026-05-19T03:59:15+00:00,b,1,2,spec-kit-base,workflow-b/task-1/run-2,sha256:d6eefb18c95a0b2d1506ae391b1f2045918661ebe0d76a96c1ff6ab7d97d47c8,395,14,609,41,11,11,0.0,0,0,0.0,0,0,1629,20908,1.8581032,sonnet,true,target_only,5,"Identical correct 3-file code fix as A1/A1-r2/B1-r1/C1, this time WITHOUT B1-r1's redundant integration tests in test_orders.py — cleaner. 11/11 pass. Spec Kit still produced full 7-file planning bundle, ceremony still excessive for the bug but the actual code is merge-ready. $1.86, 395s."
2026-05-19T04:02:22+00:00,c,4,1,bmad-base,workflow-c/task-4/run-1,sha256:6578d140fb4c6bab00e6672f3af749502447b4193d2f066a7ac187357a954138,1284,10,749,4,18,18,0.0,0,0,0.0,0,0,108,56559,4.7481383,sonnet,true,target_only,5,"convention discovered: yes — EXCEPTIONAL evidence: party-mode summoned three personas (Amelia/Dev, Winston/Architect, Paige/QA) who INDEPENDENTLY surfaced integer-cents-only as gotcha #1 each. Orchestrator note: 'All three agents converged hard on three things without coordinating — that's a reliable signal these are the real traps' (cents, OrderOut manual construction, test-data problem). Party-mode also caught the %Y-%d-%m date bug and explicitly said 'don't fix it, don't diverge'. Implementation stores total = round(total * (1 - pct/100)) keeping it Integer end-to-end; for 1000×10% the STORED total is 900 (fixes B4's miss). 18/18 pass. Nit: invalid code returns 422 not the spec's 400, but FastAPI convention. Cost $4.75 vs A4's $0.76 = ~6×. The party-mode output is article-worthy on its own."
2026-05-19T04:11:26+00:00,c,1,2,bmad-base,workflow-c/task-1/run-2,sha256:d6eefb18c95a0b2d1506ae391b1f2045918661ebe0d76a96c1ff6ab7d97d47c8,397,3,6,6,11,11,0.0,0,0,0.0,0,0,33,11048,0.7383095,sonnet,true,target_only,5,"Same minimal 3-file fix as C1-r1 (and A1, B1-r2). 11/11 pass. BMAD minimal chain (dev → code-review) consistent across runs. $0.74 vs r1 $0.68 — comparable."
2026-05-19T04:29:27+00:00,b,2,2,spec-kit-base,workflow-b/task-2/run-2,sha256:8638ec105782963d366358107f49c6b64da67a3a645a43a9f7de7c6a11c534cf,683,14,850,37,11,11,0.0,0,0,0.0,0,0,74,40368,2.7065751,sonnet,true,target_only,3,"Run-to-run variance finding: B2-r1 caught amount_cents explicitly in FR-008. B2-r2 missed it entirely — FR-007 says 'order ID, user ID, and refund timestamp' (no amount). RefundOut response has order_id+user_id+refunded_at, no amount field. Same gap as A2 runs. 18/18 pass. $2.71, 683s. Spec Kit's specify phase has real variance on whether it interprets 'refund record' to include the dollar amount."
2026-05-19T04:38:05+00:00,a,3,2,main,workflow-a/task-3/run-2,sha256:2d999a45192ecac8159a6019fbdc8658cd3b4436d603a752414271532d6a7c02,184,3,76,2,11,11,0.24130815,9,4241,0.1139916,11,1753,20,5994,0.3553,sonnet,true,target_only,4,"Surfaced 6/7 (same as r1, missed /health). IMPROVED identity model vs r1: user-id fallback to IP (r1 was IP-only). Threading-safe with explicit lock. Added Retry-After header (r1 didn't). Fixed-window. 15/15 pass. $0.36 vs r1 $0.57 — cheaper run. Reviewer comment: /health unlimited?"
2026-05-19T04:42:26+00:00,c,2,2,bmad-base,workflow-c/task-2/run-2,sha256:8638ec105782963d366358107f49c6b64da67a3a645a43a9f7de7c6a11c534cf,703,8,757,2,11,11,0.0,0,0,0.0,0,0,84,35825,2.58896205,sonnet,true,target_only,5,BMAD consistent across runs on task 2: RefundOut has amount as 'total' field (same naming as r1). 23/23 pass (more tests than r1's 19). Also extended OrderOut with refunded/refunded_at so existing endpoints surface refund state — nice. $2.59 vs r1 $2.68 — comparable.
2026-05-19T05:01:57+00:00,b,3,2,spec-kit-base,workflow-b/task-3/run-2,sha256:2d999a45192ecac8159a6019fbdc8658cd3b4436d603a752414271532d6a7c02,762,15,1040,35,11,11,0.0,0,0,0.0,0,0,69,34717,2.20687065,sonnet,true,target_only,5,"Surfaced 7/7 — improvement over r1's 6/7. Critically, /health is EXPLICITLY addressed: 'no per-endpoint exclusion' as a documented choice (r1 missed addressing it entirely; A3 ran into the same gap). Starlette middleware approach (vs r1's dep-injection). RATE_LIMIT_REQUESTS/WINDOW_SECONDS env-configurable. Threading-safe. 19/19 pass. $2.21, 762s. Documented-choice for /health is the bump-up case in the rubric."
2026-05-19T05:12:28+00:00,a,4,2,main,workflow-a/task-4/run-2,sha256:6578d140fb4c6bab00e6672f3af749502447b4193d2f066a7ac187357a954138,185,3,88,0,11,11,0.17471895,9,2662,0.2170065,16,3891,25,6553,0.391725,sonnet,true,target_only,4,"convention discovered: yes — evidence: int-cents respected end-to-end, order.total = max(0, round(order.total * (100 - pct) / 100)) keeps stored total Integer and reflects the discount (900 for 1000×10%). No Float column. _to_cents reused. BUT chose module-level dict DISCOUNT_CODES = {SAVE5:5,SAVE10:10,SAVE20:20} instead of DB table — borderline on the spec's 'not hardcoded as a magic dict' clause (technically module-level not inside handler, but the spirit is 'durable storage'). Reviewer would push to seed a DiscountCode table. 17/17 pass. $0.39 vs A4-r1 $0.76 — half the cost."
2026-05-19T05:18:54+00:00,c,3,2,bmad-base,workflow-c/task-3/run-2,sha256:2d999a45192ecac8159a6019fbdc8658cd3b4436d603a752414271532d6a7c02,825,9,641,3,11,11,0.0,0,0,0.0,0,0,102,34048,2.74660665,sonnet,true,target_only,5,"Consistent with C3-r1: full ceremony surfaced 7/7 incl /health exclusion explicit ('/health exempt so load-balancer probes don't consume quota'). 17/17 pass. $2.75, 825s — notably faster and cheaper than r1's 1174s/$4.58, suggesting some variance in chain length within v6.7.1."
2026-05-19T05:30:28+00:00,b,4,2,spec-kit-base,workflow-b/task-4/run-2,sha256:6578d140fb4c6bab00e6672f3af749502447b4193d2f066a7ac187357a954138,600,15,1001,42,11,11,0.0,0,0,0.0,0,0,80,34414,2.4731849,sonnet,true,target_only,4,"convention discovered: yes — and FIXES B4-r1's stored-total miss. order.total = gross_total - discount_cents, where discount_cents = round(gross_total * dc.percentage / 100). DiscountCode stored in DB table. Integer cents end-to-end, no Float. 17/17 pass. Only nit: 422 vs spec's 400 for invalid code (FastAPI convention). $2.47, 600s."
2026-05-19T05:38:56+00:00,a,1,3,main,workflow-a/task-1/run-3,sha256:d6eefb18c95a0b2d1506ae391b1f2045918661ebe0d76a96c1ff6ab7d97d47c8,80,3,6,6,11,11,0.15875645,11,1827,0.1041375,11,1584,22,3411,0.262894,sonnet,true,target_only,5,Third identical minimal 3-file fix. 11/11. $0.26 / 80s — Plan Mode is extremely consistent on this trivial task.
2026-05-19T05:49:12+00:00,c,4,2,bmad-base,workflow-c/task-4/run-2,sha256:6578d140fb4c6bab00e6672f3af749502447b4193d2f066a7ac187357a954138,813,10,1029,2,11,11,0.0,0,0,0.0,0,0,111,44385,3.5477667,sonnet,true,target_only,5,"convention discovered: yes — party-mode again surfaced int-cents as gotcha #1 across 3 personas with explicit prescription 'original_total * (100 - pct) // 100 — no math, no round(), no float intermediate'. Implementation TRACES this exactly: total = original_total * (100 - dc.percentage) // 100. Stored total = discounted value (900 for 1000×10%). DiscountCode in DB, invalid returns 400 (matches spec, unlike B4 runs). 22/22 pass. Bonus: also stores original_total + tracks is_active/max_uses on DiscountCode (slight over-engineering but defensible). $3.55, 813s — cheaper than r1's $4.75."
2026-05-19T05:54:11+00:00,b,1,3,spec-kit-base,workflow-b/task-1/run-3,sha256:d6eefb18c95a0b2d1506ae391b1f2045918661ebe0d76a96c1ff6ab7d97d47c8,473,16,616,57,11,11,0.0,0,0,0.0,0,0,81,27492,2.2142593,sonnet,true,target_only,4,"Same core 3-file fix + 1 redundant integration test in test_orders.py (12/12, vs original 11). Spec Kit ceremony as usual. $2.21, 473s."
2026-05-19T05:54:48+00:00,c,1,3,bmad-base,workflow-c/task-1/run-3,sha256:d6eefb18c95a0b2d1506ae391b1f2045918661ebe0d76a96c1ff6ab7d97d47c8,240,3,6,6,11,11,0.0,0,0,0.0,0,0,34,9607,0.6539584,sonnet,true,target_only,5,"Third identical fix from BMAD minimal chain. 11/11 pass. $0.65, 240s. BMAD minimal scale-adaptive consistent across all 3 runs."
2026-05-19T06:02:48+00:00,a,2,3,main,workflow-a/task-2/run-3,sha256:8638ec105782963d366358107f49c6b64da67a3a645a43a9f7de7c6a11c534cf,341,3,115,2,11,11,0.24145695,1851,3662,0.59667945,36,9805,1887,13467,0.838136,sonnet,true,target_only,3,"Third A2 run, third time missing amount_cents. RefundOut: order_id + refunded_at, no amount field. 17/17 pass. CONSISTENT failure mode across all 3 Plan Mode runs on this task — a strong signal that the missing acceptance-criteria audit isn't variance."
2026-05-19T06:19:55+00:00,b,2,3,spec-kit-base,workflow-b/task-2/run-3,sha256:8638ec105782963d366358107f49c6b64da67a3a645a43a9f7de7c6a11c534cf,661,13,944,47,11,11,0.0,0,0,0.0,0,0,73,37513,2.53828345,sonnet,true,target_only,3,"Spec Kit run 3 of 3 on task 2. SPECIFY phase explicitly declared 'Monetary amount and payment provider details are out of scope' — so RefundOut has order_id+refunded+refunded_at, NO amount. Same gap as A2 runs. Across the three B2 runs: r1 caught amount (FR-008), r2 missed it, r3 explicitly excluded it. Real spec-kit variance. 18/18 pass. $2.54."
2026-05-19T06:29:28+00:00,c,2,3,bmad-base,workflow-c/task-2/run-3,sha256:8638ec105782963d366358107f49c6b64da67a3a645a43a9f7de7c6a11c534cf,591,8,709,2,11,11,0.0,0,0,0.0,0,0,78,34118,2.6483567,sonnet,true,target_only,5,"BMAD third run on task 2: RefundOut has amount as 'total_refunded' field (r1+r2 used 'total'). All 3 BMAD runs captured the amount — 3/3 consistency, vs Spec Kit's 1/3 (only r1) and Plan Mode's 0/3. 20/20 pass. $2.65, 591s."
2026-05-19T06:31:34+00:00,a,3,3,main,workflow-a/task-3/run-3,sha256:2d999a45192ecac8159a6019fbdc8658cd3b4436d603a752414271532d6a7c02,334,4,113,0,11,11,0.56268315,11,7952,0.2739624,21,3512,32,11464,0.836646,sonnet,true,target_only,5,"FIRST Plan Mode run on rate limiting to catch /health exclusion (r1 and r2 both missed it). Plan + impl + dedicated test test_health_endpoint_skipped. 7/7 requirements surfaced. Per-IP (simpler than r2's user-or-IP fallback). Starlette middleware. 16/16 pass. $0.84, 334s. Run-to-run variance for Plan Mode on this task is large: r1/r2 missed /health, r3 caught it."
2026-05-19T06:51:49+00:00,b,3,3,spec-kit-base,workflow-b/task-3/run-3,sha256:2d999a45192ecac8159a6019fbdc8658cd3b4436d603a752414271532d6a7c02,750,17,1001,52,11,11,0.0,0,0,0.0,0,0,79,46570,2.6958016,sonnet,true,target_only,5,"Surfaced 7/7. Explicit decision: 'SC-003 Rate limiting applies uniformly — no endpoint is exempt' (same documented-choice approach as B3-r2; B3-r1 missed addressing it). 18/18 pass. $2.70, 750s. 2 of 3 B3 runs caught /health question."
2026-05-19T07:06:15+00:00,a,4,3,main,workflow-a/task-4/run-3,sha256:6578d140fb4c6bab00e6672f3af749502447b4193d2f066a7ac187357a954138,308,3,108,0,11,11,0.45737805,2537,4110,0.61237395,36,8468,2573,12578,1.069752,sonnet,true,target_only,4,"convention discovered: yes — int(round(total * pct / 100)) keeps integer cents, stored total = total - discount_amount. Same module-level DISCOUNT_CODES magic dict pattern as A4-r2 (spec frowned on but technically not 'inside the route handler'). 17/17 pass. $1.07, 308s. 3/3 Plan Mode runs on task 4 caught the cents convention."
2026-05-19T07:10:17+00:00,c,3,3,bmad-base,workflow-c/task-3/run-3,sha256:2d999a45192ecac8159a6019fbdc8658cd3b4436d603a752414271532d6a7c02,906,10,929,0,11,11,0.0,0,0,0.0,0,0,92,45036,3.0075685,sonnet,true,target_only,5,"3rd BMAD run on task 3. Consistent 7/7 — /health exclusion explicit in architecture artifact + tested in dev phase. 21/21 pass. $3.01, 906s — between r1 $4.58 and r2 $2.75. All 3 BMAD runs caught /health where Plan Mode caught 1/3 (only r3) and Spec Kit caught 2/3 (r2 + r3)."
2026-05-19T07:36:22+00:00,b,4,3,spec-kit-base,workflow-b/task-4/run-3,sha256:6578d140fb4c6bab00e6672f3af749502447b4193d2f066a7ac187357a954138,1016,15,1242,37,11,11,0.0,0,0,0.0,0,0,96,53989,3.7558408,sonnet,true,target_only,4,"convention discovered: yes — stored total = max(0, order.total - discount_amount). DiscountCode in DB. Stores discount_amount_cents (int) separately. Bonus: handles re-application by reversing previous discount first (thoughtful, beyond spec). Separate /discount-code endpoint. 422 vs spec's 400 for invalid (FastAPI convention nit). 21/21 pass. $3.76, 1016s — most expensive B run. 3/3 B4 runs caught the cents convention; r1 missed stored-total update, r2+r3 fixed it."
2026-05-19T07:48:19+00:00,c,4,3,bmad-base,workflow-c/task-4/run-3,sha256:6578d140fb4c6bab00e6672f3af749502447b4193d2f066a7ac187357a954138,833,9,748,1,11,11,0.0,0,0,0.0,0,0,97,47703,3.43716565,sonnet,true,target_only,3,"convention discovered: yes (party-mode again, 3 personas converged on int-cents). BUT regresses from C4-r1/r2 on stored-total: this run stores BOTH order.total = pre-discount value AND order.discounted_total = discounted value in a NEW column. Spec literally says 'the stored total is 900' for 1000×10% — meaning the total column should be 900. C4-r3 leaves total at 1000. Same spec interpretation miss as B4-r1. 422 vs spec 400 for invalid code. 18/18 pass. $3.44. Run-to-run variance for BMAD on this task: r1+r2 nailed it, r3 missed."
2026-05-19T09:41:09+00:00,a,2,4,main,workflow-a/task-2/run-4,sha256:8638ec105782963d366358107f49c6b64da67a3a645a43a9f7de7c6a11c534cf,249,3,141,2,11,11,0.65227685,17,5679,0.965827,34,6885,51,12564,1.618104,opus,true,target_only,5,"OPUS REBUTTAL of A2: RefundOut now has id, order_id, AMOUNT, created_at. Sonnet missed amount 3/3 times; Opus caught it on first try. $1.62 vs Sonnet $0.47 (3.5× more, not 5×). 17/17 pass. This is the strongest argument that the A2 failure was model-capability-limited not workflow-limited."
2026-05-19T09:50:22+00:00,a,2,5,main,workflow-a/task-2/run-5,sha256:8638ec105782963d366358107f49c6b64da67a3a645a43a9f7de7c6a11c534cf,379,3,139,1,11,11,1.1011997,20,8016,1.23472625,43,7670,63,15686,2.335926,opus,true,target_only,5,"OPUS A2 run 2: RefundOut has order_id, amount, refunded_at. Amount caught 2/2. $2.34 / 379s. Opus consistent so far on the A2 failure mode that Sonnet missed 3/3."
2026-05-19T09:52:05+00:00,a,2,6,main,workflow-a/task-2/run-6,sha256:8638ec105782963d366358107f49c6b64da67a3a645a43a9f7de7c6a11c534cf,221,3,128,1,11,11,0.5648763,16,4786,0.65695025,28,6063,44,10849,1.221827,opus,true,target_only,5,"OPUS A2 run 3 of 3: RefundOut has order_id, refunded_at, amount. **Opus 3/3 on A2. Sonnet 0/3.** Clean rebuttal of the headline finding — A2's amount_cents miss was Sonnet-specific, not Plan-Mode-shape-specific. $1.22 / 221s."
2026-05-19T10:05:57+00:00,b,2,5,spec-kit-base,workflow-b/task-2/run-5,sha256:8638ec105782963d366358107f49c6b64da67a3a645a43a9f7de7c6a11c534cf,491,13,1075,37,11,11,0.0,0,0,0.0,0,0,86,31826,3.1746115,opus,true,target_only,3,"OPUS REBUTTAL of B2 (specifically rebutting B2-r2): even with Opus, Spec Kit's specify phase missed amount field. RefundOut = id, order_id, created_at. NO amount. Spec's FR-007/FR-008 say 'create and persist a refund record' / 'return the refund record' without specifying fields. This confirms the failure is WORKFLOW-SHAPE (specify-phase interpretation) not MODEL-CAPABILITY. Opus did not save Spec Kit here. $3.17 / 491s. 19/19 pass."
2026-05-19T10:18:42+00:00,b,2,6,spec-kit-base,workflow-b/task-2/run-6,sha256:8638ec105782963d366358107f49c6b64da67a3a645a43a9f7de7c6a11c534cf,602,13,1135,52,11,11,0.0,0,0,0.0,0,0,115,38451,5.20059875,opus,true,target_only,5,"OPUS B2 run 2 of 2: RefundOut has id, order_id, AMOUNT, created_at. Caught it this time. Opus on Spec Kit B2: 1/2 caught (B2-r5 missed, B2-r6 caught). Sonnet was 1/3. Variance comparable — Spec Kit's specify phase is genuinely unreliable on the amount field, independent of model. $5.20 / 602s — most expensive single cell in the benchmark. 17/17 pass."
2026-05-19T10:29:40+00:00,b,4,4,spec-kit-base,workflow-b/task-4/run-4,sha256:6578d140fb4c6bab00e6672f3af749502447b4193d2f066a7ac187357a954138,597,13,1218,50,11,11,0.0,0,0,0.0,0,0,108,40908,5.26166775,opus,true,target_only,5,"OPUS REBUTTAL of B4-r1: stored total IS the discounted value. discount_cents = (subtotal * pct + 50) // 100 (rounding-to-nearest via +50, integer-only). order.total = subtotal - discount_cents. Adds separate subtotal column for audit. 25/25 pass (more tests than any prior B4 run). $5.26 / 597s. Opus FIXED B4's stored-total miss — this failure mode WAS model-capability-related. Combined with B2 result: some Spec Kit failures fix on Opus (interpretation depth), some don't (specify-phase coverage variance)."
2026-05-19T10:50:49+00:00,c,4,4,bmad-base,workflow-c/task-4/run-4,sha256:6578d140fb4c6bab00e6672f3af749502447b4193d2f066a7ac187357a954138,875,9,1137,2,11,11,0.0,0,0,0.0,0,0,114,56102,5.2227775,opus,true,target_only,5,"OPUS REBUTTAL of C4-r3: stored total IS the discounted value. Uses Decimal with ROUND_HALF_UP — comment in code: 'Half-up rounding via Decimal: money invariant, not Python's banker's default'. apply_discount helper extracted to separate src/api/discounts.py module. 36/36 tests — by far the most thorough coverage of any cell. DISCOUNT_CODES is a MappingProxyType (immutable) at module level — borderline magic-dict but defensible (separate module, immutable). $5.22 / 875s. Opus FIXED C4-r3's stored-total regression. This is the cleanest single C4 implementation in the benchmark."
2026-05-19T11:22:42+00:00,a,1,4,main,workflow-a/task-1/run-4,sha256:d6eefb18c95a0b2d1506ae391b1f2045918661ebe0d76a96c1ff6ab7d97d47c8,201,4,27,6,11,11,0.4915927,17,4113,0.79754425,35,6254,52,10367,1.289137,opus,true,target_only,5,"Opus A1: same 3-file fix as Sonnet A1 runs, plus 1 extra test in test_dates.py (Opus tends to add more tests). 12/12 pass. $1.29 vs Sonnet A1 mean $0.30 = 4.3× more. Score 5."
2026-05-19T11:25:23+00:00,a,1,5,main,workflow-a/task-1/run-5,sha256:d6eefb18c95a0b2d1506ae391b1f2045918661ebe0d76a96c1ff6ab7d97d47c8,166,3,6,6,11,11,0.6048623,26,5453,0.37569575,18,2885,44,8338,0.980558,opus,true,target_only,5,Opus A1 r2: minimal 3-file fix. 11/11. $0.98.
